Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-11-27,114.28050851239746,114.58446295189908,112.8198157324365,112.94646453857422,3431821,0.0,0.0
2019-11-29,112.80292234038913,113.57970751716768,112.32165553390936,113.52061462402344,1909264,0.0,0.0
2019-12-02,113.52061641629152,113.56282370118315,111.85727610235577,112.2203369140625,3208187,0.0,0.0
2019-12-03,111.451986193982,111.82348978249628,110.34591149432863,111.55330657958984,3810055,0.0,0.0
2019-12-04,112.17809916785822,112.8704562061413,111.4182064411309,111.44353485107422,3692380,0.0,0.0
2019-12-05,112.28789065583781,112.49897425538724,111.13959506572019,111.37600708007812,3760788,0.0,0.0
2019-12-06,112.08524651786531,113.0477801564583,112.04302575637126,112.4820785522461,3595625,0.0,0.0
2019-12-09,112.59183894243024,113.63881407789282,112.51585370216681,113.07311248779297,3105051,0.0,0.0
2019-12-10,113.07311629087698,113.84990823316281,112.76915510538328,113.06466674804688,3640498,0.0,0.0
2019-12-11,113.23353042611183,113.57126955113107,112.86202682189159,112.93801879882812,4135152,0.0,0.0
2019-12-12,112.88735754507483,114.54225503447688,112.85358632711062,114.25517272949219,5046009,0.0,0.0
2019-12-13,113.77391631472807,114.4071603622637,113.14910833388231,113.31797790527344,2651610,0.0,0.0
2019-12-16,113.93432627914702,114.36492949820588,113.013999998698,113.25041198730469,3189463,0.0,0.0
2019-12-17,113.37706521230751,113.72324040471705,112.68471482748845,113.32640838623047,3040931,0.0,0.0
2019-12-18,113.60503676808194,113.98498316324158,113.26729765495537,113.48682403564453,3244483,0.0,0.0
2019-12-19,113.5290439452845,113.75701986636257,113.30106802420644,113.61347198486328,4044359,0.0,0.0
2019-12-20,114.60981074637809,115.1839619467106,113.94278194781317,114.48316192626953,7438943,0.0,0.0
2019-12-23,114.64357021123115,114.9559741957666,113.98499102374744,114.44937896728516,2932147,0.0,0.0
2019-12-24,114.50003186356446,114.50848140594985,113.65569752765573,113.96810150146484,1257397,0.0,0.0
2019-12-26,113.96811058440171,114.24674336316379,113.68947780563965,113.90900421142578,2227666,0.0,0.0
2019-12-27,113.98499859469413,114.61825614850186,113.87523538948965,114.21297454833984,2878801,0.0,0.0
2019-12-30,114.15386073077865,114.23828877691335,111.87416198562293,112.13590240478516,4308369,0.0,0.0
2019-12-31,111.89948565638461,113.24197912796235,111.7897224629897,113.17442321777344,3951265,0.0,0.0
2020-01-02,113.9849901253354,114.76178204728602,113.79079888292,114.33961486816406,3293436,0.0,0.0
2020-01-03,112.77758369470673,113.86677948995255,112.76914089101325,113.42772674560547,2482890,0.0,0.0
2020-01-06,112.65094651745939,113.34329692014701,112.46519134090524,113.22509765625,2537073,0.0,0.0
2020-01-07,112.87890314220556,113.95120658311173,112.63404836097955,113.30106353759766,3232977,0.0,0.0
2020-01-08,113.57126984350741,114.71112254820153,113.07311069708646,114.24673461914062,4545916,0.0,0.0
2020-01-09,114.60980529812245,115.49636047288377,114.24674446599386,115.45413970947266,3902208,0.0,0.0
2020-01-10,115.67365816406172,116.40822932095276,115.09107096408454,115.41191101074219,3405148,0.0,0.0
2020-01-13,114.39025907407662,115.36969167298537,114.04408391205227,115.33590698242188,3693426,0.0,0.0
2020-01-14,115.06574125294215,115.7918763777504,114.44938280587434,114.6773452758789,3850326,0.0,0.0
2020-01-15,114.82930424447555,116.56862948162056,114.58444274185348,115.35279846191406,4232011,0.0,0.0
