Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-11-27,65.24409257070693,65.83369804913194,65.1777653280994,65.79930114746094,65235600,0.0,0.0
2019-11-29,65.4946762191583,65.83860774526426,65.32270670753282,65.65435791015625,46617600,0.0,0.0
2019-12-02,65.65927517058498,65.90003101174388,64.72083494683191,64.89525604248047,94487200,0.0,0.0
2019-12-03,63.45808825095621,63.757801563880115,62.961844813586055,63.73815155029297,114430400,0.0,0.0
2019-12-04,64.13614314733512,64.68643360694388,64.04032963134328,64.30073547363281,67181600,0.0,0.0
2019-12-05,64.80435728519556,65.32025834825703,64.54395143856227,65.24409484863281,74424400,0.0,0.0
2019-12-06,65.71087369960671,66.57561702247587,65.66664803474968,66.5043716430664,106075600,0.0,0.0
2019-12-09,66.32992956558871,66.52645969137001,65.07948845973172,65.57328033447266,128042400,0.0,0.0
2019-12-10,65.9859988500557,66.34712877058709,65.3128677924271,65.9565200805664,90420400,0.0,0.0
2019-12-11,66.03759227219787,66.60017049459614,65.96143627887277,66.51909637451172,78756800,0.0,0.0
2019-12-12,65.7845556089689,66.95884083169244,65.67155115160023,66.68860626220703,137310400,0.0,0.0
2019-12-13,66.68860594927723,67.63196412611794,66.55840304329217,67.5951156616211,133587600,0.0,0.0
2019-12-16,68.04961004103178,68.98068803212966,68.0446994107593,68.75221252441406,128186000,0.0,0.0
2019-12-17,68.6809625798032,69.22142420347929,68.49179463894406,68.88732147216797,114158400,0.0,0.0
2019-12-18,68.73745666958814,69.2533576161353,68.57040531459761,68.72271728515625,116028400,0.0,0.0
2019-12-19,68.66377530530384,69.07649315719794,68.52866175168286,68.79151916503906,98369200,0.0,0.0
2019-12-20,69.33444407953658,69.4376197889405,68.43284491973382,68.64903259277344,275978000,0.0,0.0
2019-12-23,68.91681650475824,69.83069609924101,68.877508968774,69.76927947998047,98572000,0.0,0.0
2019-12-24,69.93879265913557,69.98792895530647,69.50396567689329,69.83560943603516,48478800,0.0,0.0
2019-12-26,69.97071207169908,71.23835170812173,69.9412333006197,71.22115325927734,93121200,0.0,0.0
2019-12-27,71.51840377357982,72.21855453851215,70.78140454673395,71.19412231445312,146266000,0.0,0.0
2019-12-30,71.11059649947421,71.90410169783698,70.06897332660424,71.61666870117188,144114400,0.0,0.0
2019-12-31,71.22607409316971,72.14732330710693,71.12534994612182,72.13995361328125,100805600,0.0,0.0
2020-01-02,72.77621866420984,73.84732816573582,72.51827191922315,73.7859115600586,135480400,0.0,0.0
2020-01-03,72.9997790672974,73.84241313318167,72.84009738527462,73.06856536865234,146322800,0.0,0.0
2020-01-06,72.17434479120729,73.6901025125778,71.91884959693994,73.65079498291016,118387200,0.0,0.0
2020-01-07,73.6606246825381,73.92103050991808,73.08085548109429,73.30441284179688,108872000,0.0,0.0
2020-01-08,73.00224365728127,74.79069512504758,73.00224365728127,74.48361206054688,132079200,0.0,0.0
2020-01-09,75.47855035927388,76.2622268583397,75.22306267406232,76.0656967163086,170108400,0.0,0.0
2020-01-10,76.3039980062267,76.81252933795959,75.72668037096074,76.23766326904297,140644800,0.0,0.0
2020-01-13,76.55949993726172,77.89346702871427,76.43911827263264,77.86643981933594,121532000,0.0,0.0
2020-01-14,77.8025556984843,78.01628427743408,76.68968715173504,76.81497192382812,161954400,0.0,0.0
2020-01-15,76.61108635994007,77.5077674314293,76.04604900874548,76.48579406738281,121923600,0.0,0.0
2020-01-16,77.03854526791004,77.55690540359386,76.67004557324073,77.44389343261719,108829200,0.0,0.0
2020-01-17,77.69691710178725,78.30371346803365,77.3849234427519,78.30126190185547,137816400,0.0,0.0
2020-01-21,77.92293423794646,78.37250049864008,77.63059059132783,77.77062225341797,110843200,0.0,0.0
2020-01-22,78.26442085801692,78.61081148101245,77.95242713951468,78.0482406616211,101832400,0.0,0.0
2020-01-23,78.10228033654944,78.50516941218477,77.54461270220459,78.42410278320312,104472000,0.0,0.0
2020-01-24,78.67467545172363,79.43132476934632,78.00400338824508,78.19808197021484,146537600,0.0,0.0
2020-01-27,76.17132962135175,76.59141710054949,74.8987793644662,75.89864349365234,161940000,0.0,0.0
2020-01-28,76.7953200017322,78.220182157428,76.69459587563239,78.04576110839844,162234000,0.0,0.0
2020-01-29,79.7064629312922,80.54172715468765,78.95226531754547,79.67943572998047,216229200,0.0,0.0
2020-01-30,78.74593689757025,79.61804991710017,78.30619179191434,79.56400299072266,126743200,0.0,0.0
2020-01-31,78.84173098991938,79.27164727191595,75.73651100018526,76.03622436523438,199588400,0.0,0.0
2020-02-03,74.75630573123924,77.01398124796654,74.24532275933406,75.8274154663086,173788400,0.0,0.0
2020-02-04,77.46108063005667,78.52482045918651,77.04836283130558,78.33074188232422,136616400,0.0,0.0
2020-02-05,79.47800626955934,79.78263776203244,78.35531630410384,78.969482421875,118826800,0.0,0.0
2020-02-06,79.2446253441322,79.89563991065411,78.67713646754663,79.89318084716797,105425600,0.0,0.0
2020-02-07,79.38344333801685,79.63708000077393,78.30733431724227,78.80722045898438,117684000,0.1925,0.0
2020-02-10,77.36666106044535,79.1815185546875,77.28540203731806,79.1815185546875,109348800,0.0,0.0
2020-02-11,79.68632151887584,79.76019334604322,78.48215813149088,78.70378112792969,94323200,0.0,0.0
2020-02-12,79.1618180210315,80.57775248425511,79.1618180210315,80.57283020019531,113730400,0.0,0.0
2020-02-13,79.83160614033223,80.33149220033951,79.62475751359851,79.99905395507812,94747600,0.0,0.0
2020-02-14,79.96705813553727,80.27241261771589,79.50165050046715,80.0187759399414,80113600,0.0,0.0
2020-02-18,77.65721447163534,78.73825304635267,77.47252740428658,78.5535659790039,152531200,0.0,0.0
2020-02-19,78.79984685573321,79.92520897222701,78.79984685573321,79.69126892089844,93984000,0.0,0.0
2020-02-20,79.44746079708634,79.9448819778365,78.35903492779971,78.87369537353516,100566000,0.0,0.0
2020-02-21,78.46000552697751,78.91064626887695,76.46046101772836,77.08839416503906,129554000,0.0,0.0
2020-02-24,73.20012095234058,74.90416310187476,71.22273797924868,73.42666625976562,222195200,0.0,0.0
2020-02-25,74.10878966920619,74.49786057073403,70.45937029343598,70.9395523071289,230673600,0.0,0.0
2020-02-26,70.55786523018051,73.3527984114368,70.55047804616586,72.06491088867188,198054800,0.0,0.0
2020-02-27,69.22073180053286,70.4273527751617,67.21625738360807,67.35415649414062,320605600,0.0,0.0
2020-02-28,63.35016180599495,68.55833829933628,63.13099609874186,67.31477355957031,426510000,0.0,0.0
2020-03-02,69.51129899390628,74.2294396664324,68.38840202962395,73.58180236816406,341397200,0.0,0.0
2020-03-03,74.77858521491915,74.85984423926405,70.37810055843819,71.24490356445312,319475600,0.0,0.0
2020-03-04,72.9981919250656,74.71208609538773,72.18310679801199,74.549560546875,219178400,0.0,0.0
2020-03-05,72.77163600160344,73.76402100145646,71.75955435198618,72.13139343261719,187572800,0.0,0.0
2020-03-06,69.44235130955919,71.61427346261338,69.25274192093542,71.1734848022461,226176800,0.0,0.0
2020-03-09,64.94830811011735,68.47952517343973,64.76362097805067,65.54423522949219,286744800,0.0,0.0
2020-03-10,68.24559014863381,70.53570749639884,66.33222672094823,70.26483154296875,285290000,0.0,0.0
2020-03-11,68.3071401227277,69.25027223147173,66.94537341838841,67.8244857788086,255598800,0.0,0.0
2020-03-12,63.02509193202293,66.48735898774532,61.06987047763274,61.12650680541992,418474000,0.0,0.0
2020-03-13,65.22902662473786,68.93015590983269,62.288803553288545,68.44996643066406,370732000,0.0,0.0
2020-03-16,59.580061474956324,63.7983125505412,59.09987573609434,59.64408874511719,322423600,0.0,0.0
2020-03-17,60.94920730612182,63.43632479409126,58.70587439802837,62.26664352416992,324056000,0.0,0.0
2020-03-18,59.043242949706475,61.56237425200725,58.39067952815372,60.74236297607422,300233600,0.0,0.0
2020-03-19,60.91965831039998,62.26171721617129,59.74258610425857,60.276947021484375,271857200,0.0,0.0
2020-03-20,60.86794607704144,62.01300844012753,56.144882744489244,56.450233459472656,401693200,0.0,0.0
2020-03-23,56.16458287678604,56.26800720938185,52.3551030508969,55.25099563598633,336752800,0.0,0.0
2020-03-24,58.20352933730595,60.99353649698879,57.696255991448886,60.79407501220703,287531200,0.0,0.0
2020-03-25,61.74705497902817,63.593926015290236,60.15874663933655,60.459171295166016,303602000,0.0,0.0
2020-03-26,60.705419547580775,63.699810205230705,60.66601873113927,63.64071273803711,252087200,0.0,0.0
2020-03-27,62.2395525893285,63.00784972157237,60.83593138331808,61.00584411621094,204216800,0.0,0.0
2020-03-30,61.744596547448715,62.92166877229968,61.41461938547507,62.746829986572266,167976400,0.0,0.0
2020-03-31,62.94136820183915,64.63802320078159,62.05486857633257,62.618778228759766,197002000,0.0,0.0
2020-04-01,60.700496857542035,61.24717100407765,58.88563939120962,59.3239631652832,176218400,0.0,0.0
